OBJECTID,STOPNAME,SHAPE,STOPID,STOPABBR,BENCH,SHELTER,ROUTES,COUNTY,LON,LAT
3834,LANCASTER AVE & GRAY ST,"(39.75047200000006, -75.58374999999995)",990,LEGR,1,1,"4, 18",,-75583750,39750472
3835,LANCASTER AVE & HARRISON ST,"(39.74288100000007, -75.56493899999998)",1381,LEHA,0,0,"9, 18",,-75564939,39742881
3836,LANCASTER PIKE & HERC RR TRACK,"(39.762508000000025, -75.63712099999998)",218,LEHE,0,0,20,,-75637121,39762508
3837,LANCASTER AVE & JACKSON ST,"(39.74197600000008, -75.56277499999999)",1383,LEJA,0,0,"7, 9, 18",,-75562775,39741976
3838,LANCASTER PK & LOVEVILLE RD,"(39.77086700000007, -75.66383499999995)",2041,LELO,0,0,20,,-75663835,39770867
3839,LANCASTER PK & MARYELLA DR,"(39.75478300000003, -75.59447699999998)",986,LEMA,1,1,4,,-75594477,39754783
3840,LANDERS LN & NEW CASTLE AVE,"(39.687943000000075, -75.55740299999997)",1771,LENC,0,0,15,,-75557403,39687943
3841,LANCASTER AVE & OGLE AVE,"(39.75118000000003, -75.58541099999997)",989,LEOG,0,0,"4, 18",,-75585411,39751180
3842,LANDERS LN & QUEEN AVE N ENT,"(39.69028000000003, -75.56208499999997)",1768,LEQU,0,0,15,,-75562085,39690280
3843,LANCASTER PK & SANFORD SCHOOL,"(39.77516500000007, -75.67453199999994)",2027,LESA,1,1,20,,-75674532,39775165
3844,LANCASTER AVE & SCOTT ST,"(39.74595700000003, -75.57256699999994)",1973,LESC,0,0,18,,-75572567,39745957
3845,LANCASTER PK & SILVERBROOK CEMT,"(39.75243000000006, -75.58855799999998)",988,LESI,0,0,4,,-75588558,39752430
3846,LANCASTER PK & SMALL SHOP CTR,"(39.785438000000056, -75.68571199999997)",2023,LESM,0,0,20,,-75685712,39785438
3847,LANCASTER AVE & OP WOODLAWN AVE,"(39.74827600000003, -75.57828499999994)",992,LESY,0,0,18,,-75578285,39748276
3848,LANCASTER AVE & VAN BUREN ST,"(39.74235100000004, -75.56362499999994)",1382,LEVA,0,0,9,,-75563625,39742351
3849,LORE AVE & WOODCROFT AVE,"(39.75942100000003, -75.49725099999995)",2240,LEWO,0,0,4,,-75497251,39759421
3850,LINCOLN ST & CHERRY ST,"(39.15792000000005, -75.53553099999993)",2866,LICH,0,0,119,,-75535531,39157920
3851,LINCOLN ST & CHERRY ST,"(39.15776900000003, -75.53599099999997)",2887,LICY,0,0,102,,-75535991,39157769
3852,LINDEN ST @ S FRANKLIN ST,"(39.74100600000003, -75.56731499999995)",3714,LIFS,0,0,7,,-75567315,39741006
3853,LINCOLN ST & LOOCKERMAN ST,"(39.15784700000006, -75.53413199999994)",2888,LILK,0,0,102,,-75534132,39157847
3854,LINCOLN ST & LOOCKERMAN ST,"(39.15800000000007, -75.53406899999999)",2865,LILO,0,0,119,,-75534069,39158000
3855,LINCOLN ST & REESE ST,"(39.15755900000005, -75.53928799999994)",2886,LIRE,0,0,102,,-75539288,39157559
3856,LINCOLN ST & REESE ST,"(39.15773000000007, -75.53910999999994)",2867,LIRS,0,0,119,,-75539110,39157730
3857,LINDEN ST @ S HARRISON ST,"(39.74059700000004, -75.56584199999998)",3717,LISH,0,0,7,,-75565842,39740597
3858,LINDEN ST @ S JACKSON ST,"(39.73971700000004, -75.56367299999994)",3716,LISJ,0,0,7,,-75563673,39739717
3859,LINDEN ST @ S VAN BUREN,"(39.740125000000035, -75.56509899999998)",3715,LIVB,0,0,7,,-75565099,39740125
3860,LINCOLN ST & 2ND ST,"(39.74703900000003, -75.57292699999994)",994,LN02,0,0,6,,-75572927,39747039
3861,LINCOLN ST & 4TH ST,"(39.74863600000003, -75.57182499999993)",89,LN04,1,1,6,,-75571825,39748636
3862,LINCOLN ST & 6TH ST,"(39.75020600000005, -75.57080499999995)",1257,LN06,0,0,6,,-75570805,39750206
3863,LINCOLN ST & 8TH ST,"(39.75167800000003, -75.56977099999995)",1258,LN08,1,1,6,,-75569771,39751678
3864,LINCOLN ST & 9TH ST,"(39.752894000000026, -75.56894699999998)",1259,LN09,0,0,6,,-75568947,39752894
3865,LINCOLN ST & 10TH ST,"(39.753742000000045, -75.56836899999996)",1260,LN10,0,0,6,,-75568369,39753742
3866,LINCOLN ST & 11TH ST,"(39.754968000000076, -75.56750199999993)",1261,LN11,0,0,6,,-75567502,39754968
3867,LUKENS DR @ 55 LUKENS DR,"(39.68798000000004, -75.55011499999995)",3100,LN55,0,0,14,,-75550115,39687980
3868,LIMESTONE RD & ARUNDEL DR,"(39.73361600000004, -75.67244399999998)",1937,LNAR,0,0,18,,-75672444,39733616
3869,LEA BLVD & COLONY FAIR S C,"(39.75579700000003, -75.51748899999996)",928,LNCF,0,0,14,,-75517489,39755797
3870,LEA BLVD & COLONY NORTH,"(39.757574000000034, -75.51770299999998)",78,LNCN,0,0,14,,-75517703,39757574
3871,LINCOLN ST & ELM ST,"(39.74474300000003, -75.57449399999996)",1252,LNEL,0,0,6,,-75574494,39744743
3872,LIMESTONE RD OP FAITH BAPT ENT,"(39.73818400000005, -75.68573399999997)",201,LNFA,0,0,18,,-75685734,39738184
3873,LEA BLVD & FOX VALLEY S C,"(39.76186000000007, -75.52068499999996)",929,LNFV,0,0,14,,-75520685,39761860
3874,LINCOLN ST & LANCASTER AVE,"(39.74627000000004, -75.57344399999994)",208,LNLA,0,0,6,,-75573444,39746270
3875,LIMESTONE RD & MEDICAL CENTER,"(39.73281100000003, -75.66991199999995)",1936,LNME,0,0,18,,-75669912,39732811
3876,LIMESTONE RD & MILLTOWN RD,"(39.73156800000004, -75.66710599999993)",1935,LNMI,0,0,18,,-75667106,39731568
3877,LEA BLVD @ PINE ST,"(39.760556000000065, -75.51978899999995)",3520,LNPS,0,0,14,,-75519789,39760556
3878,LINCOLN ST & SYCAMORE ST,"(39.742868000000044, -75.57580999999993)",1250,LNSY,0,0,6,,-75575810,39742868
3879,LOOCKERMAN ST & OP BRADFORD ST,"(39.157845000000066, -75.52564499999994)",2825,LOBD,0,0,109,,-75525645,39157845
3880,LOOCKERMAN ST & BRADFORD ST,"(39.157939000000056, -75.52550199999996)",2835,LOBR,0,0,109,,-75525502,39157939
3881,LOOCKERMAN ST & FEDERAL ST,"(39.15838000000008, -75.52250599999996)",679,LOCH,1,1,109,,-75522506,39158380
3882,LOOCKERMAN ST & CITY HALL,"(39.15843700000005, -75.52353899999997)",678,LOCI,0,0,109,,-75523539,39158437
3883,LOOCKERMAN ST OP KIRKWOOD ST,"(39.157317000000035, -75.53123699999998)",3512,LOKI,0,0,102,,-75531237,39157317
3884,LOOCKERMAN ST @ KIRKWOOD ST,"(39.157459000000074, -75.53115399999996)",3515,LOKW,0,0,119,,-75531154,39157459
3885,LOOCKERMAN ST & POST OFFICE,"(39.15875500000004, -75.52218399999998)",2834,LOPO,1,0,109,,-75522184,39158755
3886,FZ: LOCUST ST BTWN SHIPLEY ST AND BRADFORD ST,"(38.643309000000045, -75.62205399999993)",3897,LOSH,0,0,903,,-75622054,38643309
3887,US RT 13 & BEST BUYS/MICHAELS,"(39.18797500000005, -75.53852499999994)",2831,LOWE,0,0,"106, 108, 109, 112",,-75538525,39187975
3888,LUKENS DR OP 55 LUKENS DR,"(39.688045000000045, -75.54995299999996)",3105,LS55,0,0,14,,-75549953,39688045
3889,LIMESTONE RD & OP ARUNDEL DR,"(39.733461000000034, -75.67309499999999)",1967,LSAR,1,1,18,,-75673095,39733461
3890,LEA BLVD & OP COVERLY RD,"(39.76736900000003, -75.52829699999995)",1591,LSCO,0,0,12,,-75528297,39767369
3891,LEA BLVD & GOODWILL ENT,"(39.755250000000046, -75.51750499999997)",80,LSGW,1,1,14,,-75517505,39755250
3892,LEA BLVD & GOODWILL EXIT,"(39.75731600000006, -75.51781599999998)",933,LSGX,1,0,14,,-75517816,39757316
3893,LIMESTONE RD & HOPKINS DR,"(39.733115000000055, -75.67857099999998)",1966,LSHO,0,0,18,,-75678571,39733115
3894,LUKENS DR @ 551 MEWS DR,"(39.67855400000008, -75.54761199999996)",3313,LSMD,0,0,14,,-75547612,39678554
3895,LEA BLVD & MONROE ST,"(39.76657700000004, -75.52704299999994)",1592,LSMO,0,0,12,,-75527043,39766577
3896,LIMESTONE RD & OP BLDG 3105,"(39.73269200000004, -75.67032399999994)",1968,LSOL,0,0,18,,-75670324,39732692
3897,LEA BLVD @ PINE ST,"(39.760298000000034, -75.51976099999996)",3519,LSPS,0,0,14,,-75519761,39760298
3898,LEA BLVD & OP RUSKIN RD,"(39.76378900000003, -75.52247199999994)",79,LSRU,0,0,"11, 14",,-75522472,39763789
3899,LUKENS DR @ 2 LUKENS DR,"(39.68976900000007, -75.54842199999996)",3104,LUN2,0,0,14,,-75548422,39689769
3900,LUKENS DR @ MOVERS INTL,"(39.68533200000007, -75.54545599999994)",3102,LUNM,0,0,14,,-75545456,39685332
3901,LUKENS DR OP 2 LUKENS DR,"(39.689816000000064, -75.54853599999996)",3106,LUS2,0,0,14,,-75548536,39689816
3902,LUKENS DR OP MOVERS INTL,"(39.685358000000065, -75.54626799999994)",3099,LUSM,0,0,14,,-75546268,39685358
3903,LUTHER TOWERS & BLDG 1,"(39.16846600000008, -75.51952499999999)",382,LUT1,0,0,"109, 119",,-75519525,39168466
3904,LANCASTER AVE & BANCROFT PKWY,"(39.74730800000003, -75.57554099999999)",293,LWBA,0,0,18,,-75575541,39747308
3905,LANCASTER PK & BRACKENVILLE RD,"(39.78056200000003, -75.67993299999995)",2005,LWBR,0,0,20,,-75679933,39780562
3906,LANCASTER PK & CENTERVILLE RD,"(39.76194600000008, -75.62367799999998)",1986,LWCE,0,0,20,,-75623678,39761946
3907,LANCASTER PK & CANNERY,"(39.753435000000025, -75.59045999999995)",969,LWCN,0,0,4,,-75590460,39753435
3908,LANCASTER PK & COURT DR E ENT,"(39.755404000000055, -75.59562799999998)",971,LWCO,0,0,4,,-75595628,39755404
3909,LANCASTER PK & OP WELLS FARGO,"(39.78730000000007, -75.69073099999997)",212,LWDE,0,0,20,,-75690731,39787300
3910,LANCASTER PK & OP DOWNS DR,"(39.75984100000005, -75.60730799999999)",975,LWDO,0,0,"4, 20",,-75607308,39759841
3911,LANDERS LN & OP EAST AVE,"(39.69102000000004, -75.56341599999996)",1658,LWEA,0,0,15,,-75563416,39691020
3912,LANCASTER AVE & GREENHILL AVE,"(39.74995500000006, -75.58202399999993)",965,LWGH,0,0,18,,-75582024,39749955
3913,LANDERS LN & GLEN AVE,"(39.689550000000054, -75.56044499999996)",1656,LWGL,0,0,15,,-75560445,39689550
3914,LORE AVE & GOV PRINTZ BLVD,"(39.75738400000006, -75.49359999999996)",2221,LWGO,0,0,4,,-75493600,39757384
3915,LANCASTER AVE & GRAY ST,"(39.75066300000003, -75.58377199999995)",966,LWGR,0,0,"4, 18",,-75583772,39750663
3916,LANCASTER PIKE & HERC RR TRACK,"(39.76272300000005, -75.63744299999996)",210,LWHE,0,0,20,,-75637443,39762723
3917,LANCASTER PK & LOVEVILLE RD,"(39.77102400000007, -75.66383499999995)",2000,LWLO,0,0,20,,-75663835,39771024
3918,LANCASTER PK & OP MARYELLA DR,"(39.75439400000005, -75.59310199999999)",970,LWMA,0,0,4,,-75593102,39754394
3919,LANDERS LN & MOORES LN,"(39.69196400000004, -75.56525199999999)",1659,LWMO,0,0,15,,-75565252,39691964
3920,LANCASTER AVE & OGLE AVE,"(39.75123200000007, -75.58519799999993)",967,LWOG,0,0,"4, 18",,-75585198,39751232
3921,LANDERS LN & OP QUEEN AVE E EN,"(39.688776000000075, -75.55885999999998)",1655,LWQU,0,0,15,,-75558860,39688776
3922,LANCASTER PK & OP SANFORD SCHL,"(39.775536000000045, -75.67477999999994)",2003,LWSA,0,0,20,,-75674780,39775536
3923,LANCASTER PK & DUPONT RD,"(39.75229400000006, -75.58789799999994)",968,LWSI,0,0,4,,-75587898,39752294
3924,LANCASTER PK & COFFEE RUN S CTR,"(39.78534500000006, -75.68485799999996)",2007,LWSM,0,0,20,,-75684858,39785345
3925,LANCASTER PK & OP WESTGATE DR,"(39.766076000000055, -75.65396199999998)",1998,LWWE,0,0,20,,-75653962,39766076
3926,LANCASTER PK & WILLOW SPRING RD,"(39.76402400000006, -75.64639799999998)",1996,LWWI,0,0,20,,-75646398,39764024
3927,LANCASTER AVE & WOODLAWN AVE,"(39.74848700000007, -75.57840799999997)",964,LWWO,0,0,18,,-75578408,39748487
3928,MARYLAND AVE & CEDAR ST-NEWPORT,"(39.71574900000007, -75.60439699999995)",1027,M0CE,0,0,5,,-75604397,39715749
3929,MARYLAND AVE & CHAMPLAIN AVE,"(39.72584500000005, -75.58987899999994)",1022,M0CH,0,0,"5, 9",,-75589879,39725845
3930,MOORES LN & COLONIAL VILL AP,"(39.68424100000004, -75.56763599999994)",1663,M0CO,0,0,15,,-75567636,39684241
3931,MARYLAND AVE & DUPONT RD,"(39.72987900000004, -75.58413299999995)",1020,M0DU,0,0,"5, 9",,-75584133,39729879
3932,MARYLAND AVE & ELMHURST PLACE,"(39.727974000000074, -75.58687099999997)",1021,M0EL,0,0,"5, 9",,-75586871,39727974
3933,MARSH RD & OP GRAY SH CTR,"(39.80054300000006, -75.50507199999998)",1516,M0GR,0,0,"11, 38",,-75505072,39800543
3934,MARYLAND AVE & HAYDEN AVE,"(39.723671000000024, -75.59306299999997)",1023,M0HA,0,0,"5, 9",,-75593063,39723671
3935,MILLTOWN RD & OP HARVARD RD,"(39.74073100000004, -75.64113199999997)",2492,M0HR,0,0,18,,-75641132,39740731
3936,MEMORIAL DR & KARLYN DR N,"(39.70851300000004, -75.56166699999994)",1886,M0KA,0,0,14,,-75561667,39708513
3937,MILLTOWN RD & MACLARY DR,"(39.737024000000076, -75.65194599999995)",2496,M0MA,0,0,18,,-75651946,39737024
3938,MAIN ST-NEWARK & OP MED CENTER,"(39.68422700000008, -75.73954399999997)",1167,M0ME,0,0,"6, 34, 55",,-75739544,39684227
3939,MOORES LN & OP MIDFIELD AVE N,"(39.690300000000036, -75.56707899999998)",1660,M0MI,0,0,15,,-75567079,39690300
3940,MOOREHOUSE DR & NEW CASTLE AVE,"(39.70289400000007, -75.55162799999994)",1871,M0NE,0,0,14,,-75551628,39702894
3941,MARSH RD & OLD ORCHARD RD,"(39.80952700000006, -75.49819199999996)",1519,M0OL,0,0,"11, 38",,-75498192,39809527
3942,MILLTOWN RD & DARTMOUTH RD,"(39.738541000000055, -75.64907899999997)",2495,M0PA,0,0,18,,-75649079,39738541
3943,MAIN ST-STANTON & REDWOOD AVE,"(39.71521100000007, -75.64203899999995)",1040,M0RE,0,0,5,,-75642039,39715211
3944,MARYLAND AVE & OP ROBINSON LN,"(39.733250000000055, -75.57778199999996)",1018,M0RO,1,0,"5, 9",,-75577782,39733250
3945,MILLTOWN RD & SHEEN RD,"(39.73347400000006, -75.65870999999999)",2499,M0SH,0,0,18,,-75658710,39733474
3946,MARYLAND AVE & TROY AVE,"(39.719258000000025, -75.59939199999997)",1025,M0TR,0,0,5,,-75599392,39719258
3947,US 113 @ MORGAN DR,"(38.867650000000026, -75.43905099999995)",3630,M113,0,0,303,,-75439051,38867650
3948,MOOREHOUSE DR & B ANDERSON-BUNCH,"(39.70635100000004, -75.55648299999996)",1915,M1AN,0,0,14,,-75556483,39706351
3949,MARYLAND AVE & OP CEDAR ST-NWPT,"(39.71583500000003, -75.60396399999996)",1066,M1CE,0,0,5,,-75603964,39715835
3950,MARYLAND AVE & CHAMPLAIN AVE,"(39.72560100000004, -75.58999399999993)",1071,M1CH,0,0,"5, 9",,-75589994,39725601
3951,MILLTOWN RD & DUNCAN RD,"(39.740379000000075, -75.64518999999996)",303,M1DN,0,0,18,,-75645190,39740379
3952,MILLTOWN RD & HARTLEY RD,"(39.73341700000003, -75.65853199999998)",2522,M1HA,0,0,18,,-75658532,39733417
3953,MILLTOWN RD & HARVARD RD,"(39.740635000000054, -75.64097499999997)",2529,M1HV,0,0,18,,-75640975,39740635
3954,MEMORIAL DR & KARLYN DR S,"(39.704319000000055, -75.55869399999995)",1899,M1KA,0,0,14,,-75558694,39704319
3955,MARYLAND AVE & LATIMER PL,"(39.73494100000005, -75.57313899999997)",1080,M1LA,1,1,5,,-75573139,39734941
3956,MOORES LN & LANDERS LN,"(39.69189400000005, -75.56544299999996)",1766,M1LD,0,0,15,,-75565443,39691894
3957,MEMORIAL DR & LIND AVE,"(39.69995300000005, -75.55367999999999)",197,M1LI,0,0,14,,-75553680,39699953
3958,MARKET ST-NWPT & MARY ST,"(39.71348000000006, -75.61189899999994)",1064,M1MA,0,0,5,,-75611899,39713480
3959,MILLTOWN RD & PARRIS DR,"(39.73714400000006, -75.65136999999999)",2525,M1MC,0,0,18,,-75651370,39737144
3960,MOORES LN & MIDFIELD AVE N,"(39.690143000000035, -75.56703799999997)",1765,M1MI,0,0,15,,-75567038,39690143
3961,MARYLAND AVE & OP MAPLE ST,"(39.73872800000004, -75.56369399999994)",1084,M1MP,0,0,5,,-75563694,39738728
3962,MOOREHOUSE DR & NEW CASTLE AVE,"(39.70306800000003, -75.55183499999998)",1912,M1NE,0,0,14,,-75551835,39703068
3963,MILLTOWN RD & OAKNOLL RD,"(39.74038900000005, -75.63885199999999)",2530,M1OA,0,0,18,,-75638852,39740389
3964,MARYLAND AVE & OP TROY AVE,"(39.719310000000064, -75.59900499999998)",1068,M1TR,0,0,5,,-75599005,39719310
3965,MARKET ST AT 2ND ST,"(39.73883100000006, -75.55240299999997)",3862,MA02,0,0,"11, 12",,-75552403,39738831
3966,MARKET ST AT 7TH SB,"(39.742725000000064, -75.54984599999995)",3935,MA07,0,0,"11, 12",,-75549846,39742725
3967,MARKET ST AT 9TH SB,"(39.74480600000004, -75.54836699999998)",3934,MA09,0,0,"11, 12",,-75548367,39744806
3968,MARROWS RD AT BASEBALL FIELD,"(39.66936100000004, -75.72755499999994)",3948,MAAB,0,0,55,,-75727555,39669361
3969,SR 299 @ N CATHERINE ST,"(39.44979600000005, -75.71368499999994)",486,MABE,1,1,43,,-75713685,39449796
3970,MARKET ST @ ASPH PARKING LOT,"(39.732169000000056, -75.55638699999997)",3808,MACP,0,0,"10, 13, 16, 25",,-75556387,39732169
3971,CHASE CENTER,"(39.730173000000036, -75.56381599999997)",270,MAFR,0,1,12,,-75563816,39730173
3972,MAIN ST-MAGNOLIA & IRISH HILL RD,"(39.07113700000008, -75.47594499999997)",3078,MAIR,0,0,303,,-75475945,39071137
3973,MARROWS RD @ KIMBERTON DR,"(39.674731000000065, -75.72842699999995)",3916,MAKI,0,0,55,,-75728427,39674731
3974,MARKET ST AT 7TH ST,"(38.63156300000003, -75.60906999999997)",2978,MAN7,0,0,212,,-75609070,38631563
3975,MARROWS RD OP BASEBALL FIELD,"(39.669343000000026, -75.72738999999996)",3947,MAOB,1,0,55,,-75727390,39669343
3976,MAIN ST-MAGNOLIA & POST OFFICE/FIRE,"(39.07216600000004, -75.47660999999994)",3088,MAPO,0,0,303,,-75476610,39072166
3977,MARKET ST & 2ND ST,"(38.775412000000074, -75.14051499999994)",427,MAR2,1,0,206,,-75140515,38775412
3978,MARKET ST & 7TH ST,"(38.63149000000004, -75.60915799999998)",3019,MAS7,0,0,212,,-75609158,38631490
3979,MAIN ST- BRIDGEVILLE AT JACOBS AVE,"(38.73611400000004, -75.59627199999994)",2971,MASH,0,0,212,,-75596272,38736114
3980,MERRIMAC AVE @ SOUTH RIDGE AVE,"(39.45068400000008, -75.73781699999995)",3728,MASR,0,0,43,,-75737817,39450684
3981,MAIN ST- BRIDGEVILLE AT AUSTIN LANE,"(38.736357000000055, -75.59627299999994)",458,MASS,0,0,212,,-75596273,38736357
3982,MATSON RUN PKWY & WEST ST,"(39.76317400000005, -75.52339199999994)",930,MAWE,0,0,14,,-75523392,39763174
3983,MCKEE RD & OP BROWN ST,"(39.17101500000007, -75.54720599999996)",2881,MCBR,0,0,"112, 302",,-75547206,39171015
3984,MCKEE RD & BROWN ST,"(39.171372000000076, -75.54707099999996)",2872,MCBW,0,0,"112, 302",,-75547071,39171372
3985,MCKEE RD & COLLEGE RD,"(39.17567400000007, -75.55248699999999)",2874,MCCL,0,0,"112, 302",,-75552487,39175674
3986,MCKEE ST & COLLEGE RD,"(39.17558400000007, -75.55278699999997)",2879,MCCO,1,1,"112, 302",,-75552787,39175584
3987,MCKEE RD & OPOLDFORGERD (DOC BLDG),"(39.17378700000006, -75.54966699999994)",2873,MCOF,0,0,"112, 302",,-75549667,39173787
3988,MCKEE RD & OLD FORGE DR,"(39.173857000000055, -75.55011299999995)",2880,MCOL,0,0,"112, 302",,-75550113,39173857
3989,MILFORD COMMONS ON-SITE,"(38.93300300000004, -75.43338099999994)",493,MCOM,0,0,303,,-75433381,38933003
3990,US RT13 @ MARIAN DR,"(39.207370000000026, -75.56633999999997)",3627,MD13,0,0,120,,-75566340,39207370
3991,MID SUSSEX SC OPPOSITE ROSES,"(38.58104100000003, -75.28799999999995)",3784,MDSX,0,0,"215, 902",,-75288000,38581041
3992,MARYLAND AVE & 5TH ST,"(39.736308000000065, -75.56978399999997)",1081,ME05,1,1,5,,-75569784,39736308
3993,MILLER RD & 30TH ST,"(39.76518100000004, -75.53824699999996)",1586,ME30,0,0,12,,-75538247,39765181
3994,MILLER RD & 32ND ST,"(39.76624900000007, -75.53673599999996)",1587,ME32,0,0,12,,-75536736,39766249
3995,MILLER RD & 34TH ST,"(39.766684000000055, -75.53603699999996)",1588,ME34,0,0,12,,-75536037,39766684
3996,MARYLAND AVE & CANBY PARK SHOPPING CENTER ENTRANCE,"(39.733877000000064, -75.57578699999993)",1079,MEAL,1,1,"5, 9",,-75575787,39733877
3997,MOOREHOUSE DR & ANDERSON DR,"(39.70393000000007, -75.55456199999998)",1870,MEAN,0,0,14,,-75554562,39703930
3998,MARYLAND AVE & ASHLEY PLACE,"(39.72985700000004, -75.58388799999994)",1075,MEAS,0,0,"5, 9",,-75583888,39729857
3999,MOOREHOUSE DR & B BUNCHE-ANDERSON,"(39.70636500000006, -75.55665499999998)",1868,MEBB,0,0,14,,-75556655,39706365
4000,MARYLAND AVE & BEECH ST,"(39.737974000000065, -75.56537599999996)",1083,MEBE,1,1,5,,-75565376,39737974
4001,MEMORIAL DR & BIZARRE DR,"(39.70200100000005, -75.55661099999998)",1900,MEBI,0,0,14,,-75556611,39702001
4002,MARROWS RD & BROOKSIDE DR EB,"(39.66663200000005, -75.72702499999997)",2451,MEBK,0,0,55,,-75727025,39666632
4003,MARYLAND AVE & BOXWOOD SHOP CTR,"(39.72368400000005, -75.59275399999996)",100,MEBO,0,0,"5, 9",,-75592754,39723684
4004,MOOREHOUSE DR & BUNCHE BLVD,"(39.708785000000034, -75.55823599999997)",1866,MEBU,0,0,14,,-75558236,39708785
4005,MARYLAND AVE & OP CHESTNUT ST,"(39.739851000000044, -75.56074099999995)",101,MECH,0,0,"10, 33, 34, 40, 42, 45, 54, 55, 301",,-75560741,39739851
4006,MONTPELIER BLVD & COMMONWEALTH BLV,"(39.68331900000004, -75.56842399999994)",1762,MECO,0,0,15,,-75568424,39683319
4007,MILLTOWN RD & CRATCHETT RD,"(39.73135300000007, -75.66503699999998)",302,MECR,1,1,18,,-75665037,39731353
4008,MILLTOWN RD & DARTMOUTH RD,"(39.73837100000003, -75.64903099999998)",2526,MEDA,0,0,18,,-75649031,39738371
4009,MOOREHOUSE DR & E OF BUNCHE BLVD,"(39.70759400000003, -75.55770499999994)",1867,MEEO,0,0,14,,-75557705,39707594
4010,MARYLAND AVE & OP FALLON AVE,"(39.72125700000004, -75.59634099999994)",1069,MEFA,0,0,5,,-75596341,39721257
4011,MARYLAND AVE & FOREST DR,"(39.717629000000045, -75.60138599999993)",1067,MEFO,0,0,5,,-75601386,39717629
4012,MARYLAND AVE & GERMAY DR,"(39.73220800000007, -75.57982899999996)",1077,MEGE,1,1,"5, 9",,-75579829,39732208
4013,SR 299 @ SILVER LAKE ROAD,"(39.45055200000007, -75.69900099999995)",3364,MEHC,0,0,43,,-75699001,39450552
4014,MARYLAND AVE & HILLSIDE RD,"(39.730405000000076, -75.58301999999998)",1076,MEHI,0,0,"5, 9",,-75583020,39730405
4015,MEMORIAL DR & KARLYN DR N,"(39.70874500000008, -75.56227599999994)",1897,MEKA,0,0,14,,-75562276,39708745
4016,MARROWS RD & KENSINGTON LN,"(39.66403600000007, -75.72667099999995)",283,MEKE,0,0,55,,-75726671,39664036
4017,DEL RT 4 & OP STANTON RD,"(39.714687000000026, -75.64099399999998)",1055,MEKI,0,0,5,,-75640994,39714687
4018,MONTPELIER BLVD & OP LUNENBURG DR,"(39.68299600000006, -75.56982099999993)",1761,MELU,0,0,15,,-75569821,39682996
4019,MARKET ST-NWPT & MARSHALL ST,"(39.71374100000003, -75.60853199999997)",99,MEMA,1,0,5,,-75608532,39713741
4020,MARYLAND AVE & MIDDLEBORO RD,"(39.72278300000005, -75.59400499999998)",1070,MEMI,1,1,5,,-75594005,39722783
4021,MILLTOWN RD & OWEN DR,"(39.73476500000004, -75.65593599999994)",2523,MEOW,0,0,18,,-75655936,39734765
4022,MEMORIAL DR & PARMA AVE,"(39.70745700000003, -75.56116099999997)",1898,MEPA,0,0,14,,-75561161,39707457
4023,MILLTOWN RD & PECKSNIFF RD,"(39.73230500000005, -75.66149099999996)",2521,MEPE,0,0,18,,-75661491,39732305
4024,MYRTLE AVE & PHILADELPHIA PK,"(39.80406000000005, -75.45382199999995)",720,MEPH,0,0,"31, 61",,-75453822,39804060
4025,MARYLAND AVE & STROUD ST,"(39.73696700000005, -75.56813799999998)",1082,MEST,0,0,5,,-75568138,39736967
4026,MARYLAND AVE & SUMMIT AVE,"(39.727453000000025, -75.58727099999999)",1073,MESU,0,0,"5, 9",,-75587271,39727453
4027,MARYLAND AVE & VALLEY RD,"(39.72829600000006, -75.58612799999997)",1074,MEVA,0,0,"5, 9",,-75586128,39728296
4028,MARKET ST-NWPT & WALNUT ST,"(39.71392300000008, -75.60725599999995)",1065,MEWA,0,0,5,,-75607256,39713923
4029,MARROWS RD & WHITE CHAPEL DR,"(39.675087000000076, -75.72861699999999)",2447,MEWC,0,1,55,,-75728617,39675087
4030,MOOREHOUSE DR & W OF ANDERSON DR,"(39.70501900000005, -75.55553599999996)",1869,MEWO,0,0,14,,-75555536,39705019
4031,MARROWS RD & WYOMING RD,"(39.679692000000045, -75.73034099999995)",2446,MEWY,0,0,55,,-75730341,39679692
4032,MILLTOWN RD & OP YALE RD,"(39.739712000000054, -75.64651399999997)",2527,MEYA,0,0,18,,-75646514,39739712
4033,MILLER RD SHOP & DEALS DOLLAR TREE,"(39.76653300000004, -75.53376699999995)",152,MIDE,0,0,12,,-75533767,39766533
4034,MARKET ST AT 3RD,"(39.73968000000008, -75.55165199999993)",3932,MK03,0,0,12,,-75551652,39739680
4035,MARKET ST AT 7TH NB,"(39.742556000000036, -75.54972699999996)",3933,MK07,0,0,"11, 12",,-75549727,39742556
4036,ML KING BLVD @ ORANGE ST,"(39.738571000000036, -75.55442699999998)",3363,MLEO,0,0,"7, 10, 12, 18, 33, 34, 40, 54, 55",,-75554427,39738571
4037,MILLCHOP LN @ MABEL DR,"(39.06732500000004, -75.53240399999999)",3749,MLMD,0,0,117,,-75532404,39067325
4038,MILLCHOP LN OP STEPHENSON DR,"(39.06841500000007, -75.53765299999998)",3750,MLOS,0,0,117,,-75537653,39068415
4039,MILLCHOP LN @ STEPHENSON DR,"(39.068441000000064, -75.53830199999999)",3744,MLSD,0,0,117,,-75538302,39068441
4040,MILLSBORO VILLAGE ON SITE,"(38.58615200000003, -75.28708899999998)",3878,MLVG,0,0,902,,-75287089,38586152
